# tri-to-quad-uv-map v1 profile=face uv_layer=UVMap uv_precision=4 joins=2116 source=Face.only result=Face.only.quad
u1,v1,u2,v2
0.3615,0.1535,0.3819,0.1311
0.2582,0.1686,0.2791,0.1363
0.3061,0.176,0.3247,0.1452
0.2323,0.2627,0.2449,0.2976
0.2495,0.2443,0.2567,0.279
0.2254,0.2244,0.2323,0.2627
0.2937,0.21,0.3061,0.176
0.2182,0.2814,0.236,0.3157
0.1977,0.3194,0.222,0.3527
0.1516,0.3241,0.1798,0.366
0.1304,0.3887,0.1798,0.366
0.0408,0.412,0.0756,0.4499
0.1304,0.3887,0.1636,0.4256
0.0817,0.417,0.1162,0.4527
0.1226,0.4216,0.1572,0.4548
0.1162,0.4527,0.152,0.4837
0.0353,0.4467,0.0711,0.4819
0.1114,0.4829,0.1477,0.5134
0.0298,0.4807,0.0687,0.5136
0.0687,0.5136,0.1069,0.5427
0.1084,0.5131,0.1448,0.5425
0.0681,0.5446,0.1068,0.5712
0.1164,0.6387,0.1449,0.5984
0.1069,0.5427,0.1436,0.5697
0.0351,0.6115,0.0688,0.5742
0.1268,0.6768,0.1498,0.6322
0.1401,0.712,0.1581,0.6673
0.0453,0.6538,0.0726,0.6066
0.1095,0.6021,0.1436,0.5697
0.0726,0.6066,0.1068,0.5712
0.0288,0.5474,0.0688,0.5742
0.1083,0.7252,0.1268,0.6768
0.0593,0.6985,0.0813,0.6461
0.1584,0.7476,0.1697,0.7
0.0289,0.5146,0.0681,0.5446
0.0711,0.4819,0.1084,0.5131
0.152,0.4837,0.1947,0.4562
0.1448,0.5425,0.1837,0.5171
0.0813,0.6461,0.1095,0.6021
0.0986,0.7804,0.1083,0.7252
0.1837,0.787,0.2363,0.7996
0.1886,0.3411,0.2152,0.3743
0.0935,0.6874,0.1164,0.6387
0.1584,0.7476,0.2075,0.7679
0.1798,0.366,0.2079,0.4005
0.0755,0.7392,0.0935,0.6874
0.1697,0.7,0.1872,0.6589
0.1781,0.5958,0.2084,0.5713
0.1811,0.6266,0.2081,0.5944
0.1778,0.5697,0.2103,0.5496
0.1811,0.6266,0.2137,0.6514
0.1697,0.7,0.2105,0.7193
0.129,0.7636,0.1401,0.712
0.235,0.5551,0.2552,0.5428
0.2371,0.5368,0.2578,0.5271
0.2329,0.5935,0.2515,0.5745
0.1968,0.6895,0.2319,0.7071
0.2329,0.5935,0.2498,0.6152
0.2084,0.5713,0.235,0.5551
0.2103,0.5496,0.2371,0.5368
0.2335,0.5732,0.2531,0.5585
0.1837,0.5171,0.2192,0.509
0.2399,0.5193,0.2605,0.5117
0.1799,0.5447,0.2134,0.5265
0.2542,0.6644,0.2681,0.6756
0.2739,0.4862,0.2844,0.5007
0.5,0.9836,0.5546,0.9441
0.1937,0.4865,0.2266,0.4963
0.2134,0.5265,0.2399,0.5193
0.2605,0.5117,0.2809,0.5087
0.1436,0.5697,0.1799,0.5447
0.2239,0.4786,0.2468,0.4577
0.2192,0.509,0.2436,0.5036
0.2266,0.4963,0.2463,0.4836
0.2319,0.7071,0.2618,0.7138
0.0886,0.3824,0.1226,0.4216
0.1498,0.6322,0.1781,0.5958
0.0756,0.4499,0.1114,0.4829
0.1636,0.4256,0.1947,0.4562
0.1712,0.3951,0.2009,0.4287
0.1947,0.4562,0.2239,0.4786
0.2373,0.404,0.2529,0.4331
0.2468,0.4577,0.2588,0.4772
0.2009,0.4287,0.2249,0.457
0.1449,0.5984,0.1778,0.5697
0.2079,0.4005,0.2308,0.4306
0.2288,0.3338,0.2489,0.3608
0.2529,0.4331,0.2731,0.4196
0.2489,0.3608,0.2696,0.3857
0.1753,0.2799,0.1977,0.3194
0.2152,0.3743,0.2373,0.404
0.2542,0.3441,0.272,0.3663
0.189,0.2612,0.2072,0.2999
0.3157,0.3733,0.3352,0.3872
0.3872,0.3553,0.406,0.3709
0.2055,0.2425,0.2182,0.2814
0.2765,0.3512,0.2942,0.3703
0.2567,0.279,0.2682,0.3096
0.2914,0.2732,0.3241,0.2669
0.2822,0.3352,0.2982,0.3564
0.2682,0.3096,0.2822,0.3352
0.3567,0.2831,0.3649,0.3041
0.2682,0.3096,0.2986,0.3006
0.3835,0.3091,0.3969,0.327
0.236,0.3157,0.2542,0.3441
0.2982,0.3564,0.3157,0.3733
0.3445,0.3492,0.3615,0.3659
0.2912,0.4201,0.2988,0.3997
0.2435,0.3799,0.2591,0.4092
0.272,0.3663,0.2936,0.3843
0.406,0.3709,0.4258,0.3859
0.2665,0.438,0.2817,0.4302
0.3098,0.3249,0.324,0.3456
0.3182,0.308,0.3298,0.3299
0.2716,0.2606,0.2785,0.2913
0.3284,0.2913,0.3376,0.314
0.3969,0.327,0.4132,0.3444
0.3241,0.2669,0.3284,0.2913
0.2494,0.2071,0.2495,0.2443
0.3869,0.1457,0.4113,0.1264
0.2918,0.1557,0.315,0.1277
0.3776,0.1163,0.4091,0.1009
0.3418,0.1066,0.3726,0.0885
0.4409,0.088,0.4577,0.0781
0.2702,0.2268,0.2766,0.1909
0.2494,0.2071,0.2582,0.1686
0.3247,0.1452,0.3469,0.121
0.4097,0.1138,0.4399,0.1009
0.3745,0.1024,0.4092,0.0873
0.4678,0.0738,0.4766,0.0504
0.4815,0.0703,0.5,0.0486
0.4731,0.0884,0.4815,0.0703
0.4493,0.0564,0.4577,0.0781
0.4091,0.1009,0.4409,0.088
0.4387,0.123,0.4606,0.1115
0.4113,0.1264,0.4389,0.1125
0.4389,0.1125,0.4609,0.1008
0.476,0.1007,0.4864,0.0874
0.4599,0.0894,0.4678,0.0738
0.4399,0.1009,0.4599,0.0894
0.4894,0.1258,0.5,0.1324
0.4767,0.1108,0.4886,0.1006
0.5,0.0486,0.5185,0.0703
0.5185,0.0703,0.5269,0.0884
0.3539,0.1372,0.3776,0.1163
0.4609,0.1008,0.4731,0.0884
0.4894,0.1258,0.5,0.1188
0.5,0.1188,0.5106,0.1258
0.5269,0.0884,0.5391,0.1008
0.3819,0.1311,0.4097,0.1138
0.4769,0.1192,0.4892,0.1107
0.5136,0.0874,0.524,0.1007
0.5611,0.1125,0.5887,0.1264
0.4606,0.1115,0.476,0.1007
0.4918,0.342,0.4961,0.3494
0.5117,0.2431,0.5233,0.2474
0.524,0.1007,0.5394,0.1115
0.5398,0.1206,0.561,0.1331
0.4763,0.1341,0.4889,0.1406
0.5114,0.1006,0.5233,0.1108
0.54,0.1291,0.5603,0.1437
0.5887,0.1264,0.6131,0.1457
0.4892,0.1107,0.5,0.1005
0.5,0.1005,0.5108,0.1107
0.5233,0.1108,0.5398,0.1206
0.5399,0.1474,0.5603,0.1437
0.6089,0.2653,0.6094,0.2414
0.5108,0.1107,0.5231,0.1192
0.561,0.1331,0.5837,0.1507
0.5864,0.1387,0.6082,0.1589
0.5,0.1108,0.5105,0.1188
0.7063,0.21,0.7104,0.2432
0.6376,0.2077,0.6686,0.2096
0.6376,0.2077,0.6451,0.2352
0.675,0.2399,0.7104,0.2432
0.6605,0.2512,0.6926,0.2563
0.6329,0.2688,0.6342,0.2455
0.6533,0.2982,0.6596,0.2756
0.6177,0.1943,0.6465,0.1943
0.6451,0.2352,0.6468,0.2605
