# tri-to-quad-uv-map v1 profile=mouth uv_layer=UVMap uv_precision=4 joins=848 source=Mouth result=Mouth.Quad
u1,v1,u2,v2
0.1481,0.6777,0.1861,0.6521
0.1481,0.6777,0.1529,0.6415
0.1861,0.6521,0.2134,0.6204
0.1477,0.7131,0.1839,0.6832
0.1839,0.6832,0.217,0.6521
0.217,0.6521,0.2498,0.6204
0.1828,0.7131,0.2178,0.6832
0.2178,0.6832,0.2505,0.6521
0.2765,0.6483,0.3013,0.6204
0.0503,0.8202,0.0673,0.8551
0.2189,0.7131,0.2521,0.6832
0.2521,0.6832,0.2765,0.6483
0.0505,0.7131,0.0805,0.7423
0.2957,0.6415,0.3165,0.6204
0.2553,0.7131,0.2819,0.6776
0.2819,0.6776,0.2957,0.6415
0.2958,0.7423,0.3128,0.6972
0.2147,0.9069,0.2487,0.9314
0.3252,0.7423,0.3338,0.6813
0.3032,0.6645,0.3338,0.6813
0.0194,0.5204,0.0493,0.5465
0.0194,0.761,0.0505,0.7903
0.3249,0.5204,0.3327,0.5704
0.3116,0.5584,0.3165,0.6204
0.2973,0.5204,0.3116,0.5584
0.2867,0.5495,0.3016,0.5856
0.2626,0.5204,0.2867,0.5495
0.1847,0.5964,0.2149,0.572
0.2498,0.6204,0.2745,0.5993
0.2862,0.6204,0.2943,0.6044
0.2545,0.5465,0.2791,0.5762
0.2134,0.6204,0.2481,0.5964
0.2247,0.5204,0.2545,0.5465
0.2147,0.5964,0.2488,0.572
0.2188,0.5465,0.2488,0.572
0.2505,0.6521,0.2862,0.6204
0.2791,0.5762,0.2943,0.6044
0.189,0.6204,0.2147,0.5964
0.1507,0.5204,0.1839,0.5465
0.1839,0.5465,0.2149,0.572
0.189,0.6204,0.2147,0.5964
0.1645,0.6204,0.1847,0.5964
0.1653,0.5993,0.1824,0.572
0.1529,0.6415,0.1645,0.6204
0.1493,0.5465,0.1824,0.572
0.0489,0.572,0.0812,0.5465
0.155,0.6204,0.1653,0.5993
0.1342,0.6204,0.1459,0.6039
0.1148,0.5465,0.1507,0.5204
0.1133,0.572,0.1493,0.5465
0.0812,0.5465,0.1151,0.5204
0.0492,0.5204,0.0812,0.5465
0.1645,0.883,0.1847,0.9069
0.1389,0.6044,0.1478,0.5767
0.1653,0.5993,0.1824,0.572
0.1092,0.5964,0.1229,0.6204
0.1098,0.6521,0.1229,0.6204
0.0909,0.5993,0.1039,0.6204
0.0909,0.5993,0.1133,0.572
0.0794,0.6415,0.085,0.6204
0.0787,0.6044,0.0805,0.5754
0.0705,0.6204,0.0787,0.6044
0.0449,0.6204,0.0665,0.5993
0.0812,0.5465,0.1133,0.572
0.0481,0.6521,0.0705,0.6204
0.0194,0.5964,0.0449,0.6204
0.0194,0.6832,0.0481,0.6521
0.0194,0.572,0.0472,0.5964
