# tri-to-quad-uv-map v1 profile=rabbitear uv_layer=UVMap uv_precision=4 joins=518 source=RabbitEar.NormalSrc result=RabbitEar
u1,v1,u2,v2
0.6824,0.4698,0.6992,0.5186
0.6119,0.2364,0.6477,0.1869
0.5552,0.1312,0.576,0.1864
0.5789,0.5733,0.6119,0.5173
0.5471,0.1861,0.5723,0.2355
0.6619,0.076,0.6719,0.0203
0.5723,0.2355,0.6119,0.2705
0.685,0.436,0.705,0.4706
0.6119,0.2705,0.6509,0.2364
0.5405,0.2343,0.5702,0.2696
0.6854,0.2708,0.7057,0.2349
0.6867,0.2986,0.7091,0.2702
0.6119,0.2971,0.6527,0.2708
0.5125,0.352,0.5317,0.3802
0.6862,0.409,0.7106,0.3822
0.512,0.3803,0.532,0.4085
0.5806,0.1305,0.6119,0.1866
0.6874,0.3264,0.7105,0.2987
0.6771,0.1871,0.6909,0.13
0.5367,0.2687,0.569,0.2966
0.6539,0.3252,0.6867,0.2986
0.6119,0.3241,0.6535,0.2979
0.5892,0.628,0.6119,0.5722
0.568,0.4086,0.6119,0.3804
0.569,0.2966,0.6119,0.3241
0.5227,0.2332,0.5367,0.2687
0.5135,0.4373,0.532,0.4085
0.6119,0.5173,0.6432,0.572
0.5344,0.2962,0.5682,0.3238
0.5181,0.2679,0.5344,0.2962
0.5678,0.3517,0.6119,0.3804
0.654,0.353,0.6874,0.3264
0.5993,0.6723,0.6119,0.6273
0.6119,0.3519,0.6539,0.3252
0.5513,0.5748,0.5554,0.6323
0.5357,0.4715,0.5687,0.4361
0.6384,0.0753,0.6539,0.0203
0.685,0.436,0.7095,0.4094
0.687,0.3817,0.7112,0.3547
0.6434,0.1306,0.6619,0.076
0.5329,0.3239,0.5678,0.3517
0.6826,0.236,0.6994,0.1858
0.5857,0.0757,0.6119,0.1298
0.6119,0.3804,0.654,0.353
0.6049,0.696,0.6119,0.6718
0.576,0.1864,0.6119,0.2364
0.6119,0.4087,0.6529,0.4358
0.6539,0.3811,0.6874,0.3541
0.6432,0.572,0.6535,0.6278
0.6539,0.3811,0.6862,0.409
0.6119,0.5722,0.6342,0.6271
0.6119,0.1298,0.6384,0.0753
0.532,0.3519,0.5677,0.3802
0.6342,0.6271,0.6383,0.673
0.6477,0.1869,0.67,0.1313
0.6686,0.5723,0.6699,0.6306
0.5691,0.6296,0.5752,0.6773
0.532,0.4085,0.5677,0.3802
0.5691,0.6296,0.5789,0.5733
0.6514,0.6766,0.6535,0.6278
0.6249,0.6718,0.6287,0.6979
0.6383,0.673,0.6393,0.7022
0.6776,0.5174,0.6883,0.5743
0.5682,0.3238,0.6119,0.3519
0.5752,0.6773,0.5961,0.698
0.6119,0.4358,0.6514,0.4694
0.5331,0.4366,0.568,0.4086
0.5348,0.5769,0.5409,0.5199
0.6119,0.6273,0.6249,0.6718
0.5166,0.4726,0.5331,0.4366
0.5864,0.674,0.5892,0.628
0.6529,0.4358,0.6824,0.4698
0.6063,0.7086,0.6119,0.6957
0.6534,0.4089,0.685,0.436
0.6252,0.7074,0.6393,0.7022
0.6193,0.6959,0.6252,0.7074
0.6527,0.2708,0.6826,0.236
0.5702,0.2696,0.6119,0.2971
0.6119,0.6718,0.6193,0.6959
0.5687,0.4361,0.6119,0.4087
0.6119,0.7232,0.6176,0.7087
0.5994,0.7073,0.6039,0.7215
0.5227,0.5214,0.5357,0.4715
0.5136,0.3239,0.532,0.3519
0.5961,0.698,0.5993,0.6723
0.6535,0.2979,0.6854,0.2708
0.6874,0.3541,0.7112,0.3268
0.5869,0.7022,0.5994,0.7073
0.6509,0.2364,0.6771,0.1871
0.6514,0.4694,0.6776,0.5174
0.5569,0.0203,0.5634,0.0764
0.6039,0.7215,0.6119,0.7089
0.5487,0.0753,0.5552,0.1312
0.5994,0.7073,0.6049,0.696
0.6119,0.6957,0.6176,0.7087
0.5702,0.4703,0.6119,0.4358
0.6201,0.7217,0.6252,0.7074
