# tri-to-quad-uv-map v1 profile=hairback uv_layer=UVMap uv_precision=4 joins=800 source=HairBack result=HairBack.Quad
u1,v1,u2,v2
0.2779,0.3435,0.302,0.3037
0.3082,0.3663,0.342,0.3866
0.2741,0.2765,0.3002,0.2404
0.3962,0.2578,0.4296,0.2843
0.3636,0.1818,0.3985,0.1618
0.2828,0.3757,0.3042,0.3356
0.3082,0.3663,0.3335,0.3281
0.2985,0.4326,0.3146,0.3953
0.3811,0.0959,0.4058,0.1144
0.3335,0.3281,0.3668,0.3509
0.331,0.1855,0.3651,0.1637
0.4002,0.1474,0.4324,0.1606
0.3647,0.3215,0.3984,0.3451
0.2421,0.1738,0.2635,0.1492
0.3084,0.458,0.3226,0.4224
0.3677,0.1478,0.3985,0.1618
0.57,0.5872,0.5907,0.562
0.3074,0.1483,0.34,0.1312
0.3984,0.3451,0.4332,0.369
0.6884,0.5491,0.7211,0.5439
0.3881,0.5604,0.4071,0.5839
0.2755,0.218,0.3015,0.1894
0.6687,0.5692,0.7027,0.5648
0.4532,0.5391,0.4769,0.5654
0.6465,0.5864,0.6806,0.5856
0.3604,0.5123,0.3855,0.5237
0.427,0.5161,0.4532,0.5391
0.6293,0.6188,0.6651,0.6236
0.6005,0.4985,0.6145,0.5237
0.6221,0.5984,0.6378,0.5699
0.637,0.6401,0.6741,0.6451
0.2515,0.5805,0.284,0.5819
0.6026,0.6295,0.637,0.6401
0.2747,0.813,0.2975,0.8475
0.609,0.6529,0.6448,0.6628
0.3036,0.7155,0.3298,0.755
0.3728,0.7274,0.4085,0.7142
0.3582,0.7956,0.3973,0.7861
0.5822,0.662,0.6155,0.6771
0.5822,0.662,0.6026,0.6295
0.368,0.7502,0.4043,0.7395
0.348,0.6875,0.3845,0.6771
0.3114,0.8165,0.3387,0.856
0.3387,0.856,0.3741,0.8891
0.3241,0.776,0.3524,0.8182
0.3456,0.8386,0.3782,0.8749
0.3354,0.7341,0.3728,0.7274
0.3524,0.8182,0.3836,0.8567
0.3298,0.755,0.368,0.7502
0.5845,0.9165,0.6259,0.8891
0.3973,0.7861,0.4338,0.7721
0.4266,0.847,0.4618,0.8775
0.3741,0.8891,0.4155,0.9165
0.4679,0.7539,0.5,0.7299
0.5,0.7021,0.5308,0.728
0.5,0.7795,0.5342,0.8013
0.5,0.8555,0.5352,0.8274
0.5342,0.8013,0.5707,0.8216
0.5398,0.8977,0.5769,0.87
0.5585,0.6956,0.5915,0.7142
0.564,0.7484,0.5992,0.7629
0.587,0.6879,0.6216,0.7025
0.6027,0.7861,0.6418,0.7956
0.6155,0.6771,0.652,0.6875
0.6272,0.7274,0.6646,0.7341
0.6448,0.6628,0.6823,0.6692
0.652,0.6875,0.6898,0.6935
0.7079,0.7557,0.732,0.7174
0.751,0.7969,0.7695,0.7661
0.7569,0.8086,0.7731,0.7837
0.2975,0.8475,0.3275,0.8814
0.9303,0.5803,0.9339,0.5884
0.7816,0.7997,0.79,0.7833
0.7731,0.7837,0.79,0.7833
0.682,0.7966,0.7079,0.7557
0.7134,0.7751,0.7366,0.7383
0.7205,0.6719,0.7542,0.6753
0.7485,0.5805,0.7784,0.5843
0.7913,0.7702,0.7976,0.7816
0.739,0.6248,0.7695,0.6305
0.7765,0.6574,0.8027,0.6667
0.7253,0.813,0.7458,0.7792
0.8099,0.7167,0.8279,0.7221
0.8357,0.7014,0.8369,0.724
0.7913,0.7702,0.8099,0.7386
0.8099,0.7167,0.8304,0.6738
0.8523,0.5847,0.8759,0.5997
0.6964,0.7155,0.7205,0.6719
0.7542,0.6753,0.7815,0.6837
0.7882,0.7313,0.8099,0.7386
0.8148,0.7581,0.8279,0.7221
0.8305,0.5277,0.8566,0.5425
0.719,0.7951,0.7411,0.7587
0.1853,0.3536,0.2191,0.3201
0.8759,0.5997,0.8974,0.6071
0.7833,0.4948,0.7842,0.5388
0.7965,0.6392,0.8244,0.6462
0.8357,0.7014,0.8516,0.6545
0.7731,0.7837,0.7909,0.7534
0.8516,0.6545,0.8739,0.6615
0.8679,0.6367,0.8872,0.6397
0.8821,0.6208,0.9017,0.6205
0.732,0.7174,0.7542,0.6753
0.6823,0.6692,0.7205,0.6719
0.6956,0.834,0.719,0.7951
0.6367,0.7724,0.6759,0.776
0.6109,0.8351,0.6418,0.7956
0.7095,0.8589,0.7323,0.826
0.6741,0.6451,0.7122,0.6474
0.7122,0.6474,0.748,0.65
0.5614,0.7226,0.5957,0.7395
0.5992,0.7629,0.6367,0.7724
0.6544,0.8386,0.682,0.7966
0.5382,0.8775,0.5734,0.847
0.6295,0.9013,0.6672,0.8696
0.5417,0.9253,0.5826,0.9041
0.7632,0.8174,0.7749,0.7952
0.7587,0.6998,0.7852,0.7082
0.6886,0.8165,0.7134,0.7751
0.6725,0.8814,0.7025,0.8475
0.4174,0.9041,0.4583,0.9253
0.7815,0.6837,0.8073,0.6925
0.5662,0.7721,0.6027,0.7861
0.5,0.9003,0.5382,0.8775
0.4602,0.8977,0.5,0.9155
