# tri-to-quad-uv-map v1 profile=hairback uv_layer=UVMap uv_precision=4 joins=800 source=HairBack result=HairBack.Quad
u1,v1,u2,v2
0.5231,0.5654,0.5468,0.5391
0.4706,0.7004,0.5,0.6734
0.4764,0.5391,0.5,0.566
0.547,0.5895,0.5687,0.5632
0.5461,0.5643,0.5695,0.5396
0.4504,0.5137,0.473,0.487
0.5236,0.5915,0.5461,0.5643
0.5,0.5924,0.5231,0.5654
0.3974,0.6295,0.4178,0.662
0.5,0.6451,0.5249,0.6174
0.4051,0.5195,0.4305,0.5396
0.5,0.6184,0.5236,0.5915
0.4468,0.4893,0.4712,0.4645
0.4305,0.5396,0.4539,0.5643
0.4764,0.5915,0.5,0.6184
0.4539,0.5643,0.4764,0.5915
0.3855,0.5237,0.409,0.5407
0.4751,0.6174,0.5,0.6451
0.5,0.4415,0.5288,0.4645
0.453,0.5895,0.4751,0.6174
0.616,0.579,0.6305,0.5547
0.7355,0.5608,0.7663,0.5598
0.3686,0.5303,0.3891,0.5422
0.7211,0.5439,0.7524,0.5395
0.6314,0.5303,0.6569,0.5226
0.43,0.5872,0.4506,0.6149
0.4094,0.562,0.43,0.5872
0.4475,0.641,0.472,0.6721
0.5555,0.6682,0.5774,0.6365
0.5494,0.6149,0.57,0.5872
0.4071,0.5839,0.4268,0.6116
0.5695,0.5396,0.5949,0.5195
0.5826,0.9041,0.6218,0.8749
0.4226,0.6365,0.4445,0.6682
0.2719,0.6015,0.308,0.6035
0.4029,0.6064,0.4226,0.6365
0.6259,0.8891,0.6613,0.856
0.5915,0.7142,0.6272,0.7274
0.632,0.7502,0.6702,0.755
0.384,0.579,0.4029,0.6064
0.4504,0.5137,0.4764,0.5391
0.4313,0.5632,0.453,0.5895
0.6672,0.8696,0.6956,0.834
0.6646,0.7341,0.6898,0.6935
0.6216,0.7025,0.6586,0.712
0.6759,0.776,0.7023,0.736
0.6702,0.755,0.6964,0.7155
0.7323,0.826,0.751,0.7969
0.7023,0.736,0.7269,0.6953
0.7366,0.7383,0.7587,0.6998
0.7399,0.8366,0.7569,0.8086
0.5971,0.6064,0.616,0.579
0.7025,0.8475,0.7253,0.813
0.7657,0.7449,0.7852,0.7082
0.2973,0.5648,0.3313,0.5692
0.3194,0.5856,0.3535,0.5864
0.7411,0.7587,0.7623,0.7229
0.7026,0.6239,0.739,0.6248
0.7852,0.7082,0.8099,0.7167
0.748,0.65,0.7765,0.6574
0.7458,0.7792,0.7657,0.7449
0.2974,0.6239,0.3349,0.6236
0.6293,0.6188,0.6465,0.5864
0.8027,0.6667,0.8304,0.6738
0.7695,0.6305,0.7965,0.6392
0.7695,0.7661,0.7882,0.7313
0.379,0.5045,0.3939,0.4776
0.8171,0.6184,0.8445,0.6263
0.7884,0.6114,0.8171,0.6184
0.76,0.6043,0.7884,0.6114
0.308,0.6035,0.3442,0.6043
0.3845,0.6771,0.4178,0.662
0.6569,0.5226,0.6876,0.5147
0.3535,0.5864,0.3707,0.6188
0.7008,0.493,0.705,0.5285
0.3779,0.5984,0.3974,0.6295
0.3193,0.4814,0.3508,0.4928
0.3313,0.5692,0.3622,0.5699
0.5532,0.4893,0.573,0.5161
0.5,0.6734,0.5294,0.7004
0.3695,0.5547,0.384,0.579
0.6119,0.5604,0.6244,0.5426
0.3116,0.5491,0.3434,0.5544
0.3756,0.5426,0.3881,0.5604
0.3552,0.541,0.3756,0.5426
0.3434,0.5544,0.3695,0.5547
0.295,0.5285,0.327,0.535
0.5249,0.6174,0.547,0.5895
0.2337,0.5598,0.2645,0.5608
0.7784,0.5843,0.8081,0.5908
0.7967,0.4724,0.8011,0.5182
0.8363,0.5989,0.8609,0.6113
0.8609,0.6113,0.8821,0.6208
0.972,0.5707,0.9777,0.5388
0.9414,0.5489,0.953,0.5188
0.9107,0.5867,0.9208,0.5535
0.9208,0.5535,0.9317,0.5228
0.8974,0.6071,0.9173,0.6035
0.9303,0.5803,0.9414,0.5489
0.8673,0.5742,0.8739,0.538
0.8932,0.5936,0.9121,0.5966
0.9173,0.6035,0.9258,0.5877
0.9107,0.5867,0.9258,0.5877
0.9509,0.5743,0.9625,0.5448
0.9013,0.5591,0.9113,0.5267
0.8759,0.5997,0.8836,0.5658
0.8932,0.5936,0.9013,0.5591
0.9777,0.5388,0.995,0.5396
0.9883,0.5313,0.9971,0.512
0.7281,0.6015,0.76,0.6043
0.9721,0.5154,0.9883,0.5313
0.4178,0.4718,0.4404,0.4456
0.2456,0.4314,0.2611,0.3859
