# tri-to-quad-uv-map v1 profile=rabbittail uv_layer=UVMap uv_precision=4 joins=751 source=RabbitTail.NormalSrc result=RabbitTail
u1,v1,u2,v2
0.2974,0.8687,0.3246,0.8502
0.2894,0.9367,0.3033,0.9061
0.2959,0.7569,0.3246,0.7753
0.3519,0.6583,0.3739,0.6625
0.2998,0.8868,0.3246,0.9033
0.2205,0.6902,0.2551,0.6907
0.2753,0.6625,0.2776,0.6403
0.3083,0.928,0.3246,0.9511
0.2894,0.9367,0.3144,0.953
0.3318,0.63,0.3438,0.6334
0.3143,0.6519,0.3246,0.6645
0.2074,0.707,0.2458,0.7073
0.2899,0.672,0.3042,0.6921
0.3295,0.6241,0.3318,0.63
0.3773,0.7189,0.4113,0.7243
0.3246,0.9251,0.3349,0.953
0.2458,0.7073,0.2772,0.7021
0.3246,0.9033,0.341,0.928
0.1953,0.7256,0.238,0.7243
0.342,0.6773,0.3519,0.6583
0.3055,0.6334,0.3129,0.624
0.321,0.6321,0.3246,0.642
0.3246,0.6645,0.335,0.6519
0.2733,0.9501,0.2916,0.9806
0.8354,0.4938,0.8763,0.5149
0.8763,0.5149,0.9173,0.4938
0.8367,0.3926,0.8763,0.3733
0.8503,0.3453,0.8763,0.3245
0.8763,0.3245,0.9024,0.3453
0.8763,0.5504,0.9126,0.5149
0.8763,0.3453,0.9077,0.3618
0.833,0.4124,0.8763,0.3926
0.8763,0.4938,0.9202,0.4728
0.8763,0.3926,0.9197,0.4124
0.8324,0.4728,0.8763,0.4938
0.851,0.5504,0.8763,0.5149
0.8763,0.3041,0.8953,0.3245
0.8763,0.3733,0.916,0.3926
0.8763,0.4319,0.9215,0.4519
0.8763,0.4728,0.9215,0.4519
0.8311,0.4519,0.8763,0.4728
0.845,0.3618,0.8763,0.3453
0.8763,0.3041,0.8832,0.2883
0.8415,0.3733,0.8763,0.3618
0.8763,0.5504,0.891,0.579
